,町丁目,世帯数,総数,男,女,年度,月次,公開件数
2428,水道一丁目,1330,2472,1206,1266,2013,1,121
2429,水道二丁目,1811,2881,1478,1403,2013,1,116
2430,小日向一丁目,1041,2064,939,1125,2013,1,30
2431,小日向二丁目,1093,2469,1195,1274,2013,1,38
2432,小日向三丁目,642,1295,647,648,2013,1,24
2433,小日向四丁目,843,1516,722,794,2013,1,54
2434,大塚一丁目,546,1184,555,629,2013,1,6
2435,大塚二丁目,979,1804,783,1021,2013,1,24
2436,大塚三丁目,1911,3228,1482,1746,2013,1,150
2437,大塚四丁目,1654,2876,1307,1569,2013,1,85
2438,大塚五丁目,2253,4121,1974,2147,2013,1,112
2439,大塚六丁目,2107,3659,1857,1802,2013,1,119
2440,関口一丁目,2324,4067,1922,2145,2013,1,177
2441,関口二丁目,438,895,420,475,2013,1,20
2442,関口三丁目,444,927,446,481,2013,1,22
2443,目白台一丁目,1285,2193,1221,972,2013,1,51
2444,目白台二丁目,1104,1996,928,1068,2013,1,42
2445,目白台三丁目,1286,2457,1151,1306,2013,1,39
2446,音羽一丁目,2173,3733,1636,2097,2013,1,111
2447,音羽二丁目,957,1708,732,976,2013,1,39
2448,本郷一丁目,1969,3782,1753,2029,2013,1,129
2449,本郷二丁目,1739,2920,1356,1564,2013,1,140
2450,本郷三丁目,1720,2760,1299,1461,2013,1,67
2451,本郷四丁目,2082,3767,1765,2002,2013,1,98
2452,本郷五丁目,1826,3248,1663,1585,2013,1,48
2453,本郷六丁目,1005,1661,861,800,2013,1,55
2454,湯島一丁目,450,686,296,390,2013,1,38
2455,湯島二丁目,1454,2398,1217,1181,2013,1,116
2456,湯島三丁目,1835,2924,1432,1492,2013,1,210
2457,湯島四丁目,1116,2032,1029,1003,2013,1,46
2458,西片一丁目,1143,2348,1112,1236,2013,1,56
2459,西片二丁目,1441,2863,1435,1428,2013,1,71
2460,向丘一丁目,1780,3275,1642,1633,2013,1,95
2461,向丘二丁目,1800,3168,1514,1654,2013,1,144
2462,弥生一丁目,257,459,235,224,2013,1,15
2463,弥生二丁目,819,1545,748,797,2013,1,29
2464,根津一丁目,1274,2329,1041,1288,2013,1,47
2465,根津二丁目,2128,3703,1741,1962,2013,1,60
2466,千駄木一丁目,715,1461,678,783,2013,1,26
2467,千駄木二丁目,2422,4322,2017,2305,2013,1,119
2468,千駄木三丁目,3522,6353,3017,3336,2013,1,187
2469,千駄木四丁目,1591,2924,1449,1475,2013,1,93
2470,千駄木五丁目,2265,4568,2187,2381,2013,1,77
2471,本駒込一丁目,2196,4284,2005,2279,2013,1,147
2472,本駒込二丁目,2422,4551,2183,2368,2013,1,109
2473,本駒込三丁目,1774,3160,1499,1661,2013,1,83
2474,本駒込四丁目,2077,4081,1965,2116,2013,1,118
2475,本駒込五丁目,2899,5372,2586,2786,2013,1,179
2476,本駒込六丁目,1590,3186,1445,1741,2013,1,74
2477,後楽一丁目,559,862,479,383,2013,2,11
2478,後楽二丁目,838,1483,738,745,2013,2,36
2479,春日一丁目,964,1535,709,826,2013,2,80
2480,春日二丁目,1918,3799,1826,1973,2013,2,103
2481,小石川一丁目,1952,3605,1647,1958,2013,2,87
2482,小石川二丁目,2058,3739,1758,1981,2013,2,73
2483,小石川三丁目,2409,4914,2343,2571,2013,2,97
2484,小石川四丁目,1700,3384,1519,1865,2013,2,95
2485,小石川五丁目,2836,5350,2477,2873,2013,2,174
2486,白山一丁目,2521,4577,2226,2351,2013,2,176
2487,白山二丁目,2144,3985,1939,2046,2013,2,126
2488,白山三丁目,524,1015,481,534,2013,2,23
2489,白山四丁目,2229,4305,2051,2254,2013,2,82
2490,白山五丁目,2033,3651,1670,1981,2013,2,140
2491,千石一丁目,1817,3796,1800,1996,2013,2,63
2492,千石二丁目,1933,3931,1874,2057,2013,2,65
2493,千石三丁目,2072,4177,2038,2139,2013,2,76
2494,千石四丁目,2964,5141,2444,2697,2013,2,165
2495,水道一丁目,1333,2475,1211,1264,2013,2,117
2496,水道二丁目,1825,2900,1486,1414,2013,2,118
2497,小日向一丁目,1046,2068,943,1125,2013,2,33
2498,小日向二丁目,1090,2468,1197,1271,2013,2,37
2499,小日向三丁目,643,1296,646,650,2013,2,18
2500,小日向四丁目,838,1516,725,791,2013,2,56
2501,大塚一丁目,545,1182,554,628,2013,2,4
2502,大塚二丁目,979,1806,784,1022,2013,2,23
2503,大塚三丁目,1896,3209,1471,1738,2013,2,172
2504,大塚四丁目,1658,2887,1312,1575,2013,2,84
2505,大塚五丁目,2262,4130,1979,2151,2013,2,131
2506,大塚六丁目,2100,3657,1859,1798,2013,2,104
2507,関口一丁目,2341,4090,1932,2158,2013,2,177
2508,関口二丁目,441,898,420,478,2013,2,23
2509,関口三丁目,440,924,444,480,2013,2,24
2510,目白台一丁目,1281,2190,1223,967,2013,2,47
2511,目白台二丁目,1104,1994,926,1068,2013,2,47
2512,目白台三丁目,1284,2454,1151,1303,2013,2,45
2513,音羽一丁目,2179,3744,1640,2104,2013,2,123
2514,音羽二丁目,961,1709,731,978,2013,2,32
2515,本郷一丁目,1966,3777,1749,2028,2013,2,115
2516,本郷二丁目,1751,2936,1366,1570,2013,2,152
2517,本郷三丁目,1730,2768,1300,1468,2013,2,71
2518,本郷四丁目,2078,3758,1761,1997,2013,2,72
2519,本郷五丁目,1826,3256,1663,1593,2013,2,58
2520,本郷六丁目,1001,1653,857,796,2013,2,79
2521,湯島一丁目,450,687,297,390,2013,2,40
2522,湯島二丁目,1447,2391,1215,1176,2013,2,115
2523,湯島三丁目,1846,2939,1436,1503,2013,2,204
2524,湯島四丁目,1137,2051,1043,1008,2013,2,47
2525,西片一丁目,1150,2354,1117,1237,2013,2,53
2526,西片二丁目,1437,2857,1429,1428,2013,2,69
2527,向丘一丁目,1771,3270,1641,1629,2013,2,89
2528,向丘二丁目,1814,3183,1523,1660,2013,2,160
2529,弥生一丁目,256,457,234,223,2013,2,12
2530,弥生二丁目,823,1553,751,802,2013,2,31
2531,根津一丁目,1283,2339,1043,1296,2013,2,35
2532,根津二丁目,2133,3712,1753,1959,2013,2,63
2533,千駄木一丁目,714,1460,679,781,2013,2,34
2534,千駄木二丁目,2417,4311,2011,2300,2013,2,111
2535,千駄木三丁目,3515,6353,3021,3332,2013,2,205
2536,千駄木四丁目,1589,2920,1449,1471,2013,2,84
2537,千駄木五丁目,2265,4565,2193,2372,2013,2,81
2538,本駒込一丁目,2188,4272,1997,2275,2013,2,133
2539,本駒込二丁目,2423,4548,2179,2369,2013,2,86
2540,本駒込三丁目,1772,3154,1499,1655,2013,2,85
2541,本駒込四丁目,2068,4075,1964,2111,2013,2,117
2542,本駒込五丁目,2882,5356,2578,2778,2013,2,179
2543,本駒込六丁目,1589,3179,1442,1737,2013,2,82
2544,後楽一丁目,557,860,480,380,2013,3,14
2545,後楽二丁目,833,1474,736,738,2013,3,53
2546,春日一丁目,964,1536,709,827,2013,3,65
2547,春日二丁目,1950,3906,1876,2030,2013,3,98
2548,小石川一丁目,1953,3608,1645,1963,2013,3,90
2549,小石川二丁目,2060,3750,1767,1983,2013,3,84
2550,小石川三丁目,2405,4919,2343,2576,2013,3,101
2551,小石川四丁目,1693,3360,1505,1855,2013,3,106
2552,小石川五丁目,2841,5348,2473,2875,2013,3,165
2553,白山一丁目,2512,4554,2224,2330,2013,3,178
2554,白山二丁目,2156,4002,1946,2056,2013,3,127
2555,白山三丁目,525,1011,476,535,2013,3,27
2556,白山四丁目,2218,4285,2048,2237,2013,3,71
2557,白山五丁目,2046,3670,1681,1989,2013,3,116
2558,千石一丁目,1813,3787,1789,1998,2013,3,73
2559,千石二丁目,1929,3932,1875,2057,2013,3,70
2560,千石三丁目,2090,4199,2052,2147,2013,3,60
2561,千石四丁目,2968,5143,2445,2698,2013,3,148
2562,水道一丁目,1328,2469,1205,1264,2013,3,94
2563,水道二丁目,1822,2910,1490,1420,2013,3,146
2564,小日向一丁目,1037,2045,929,1116,2013,3,39
2565,小日向二丁目,1091,2474,1202,1272,2013,3,32
2566,小日向三丁目,647,1299,647,652,2013,3,26
2567,小日向四丁目,840,1522,732,790,2013,3,73
2568,大塚一丁目,541,1175,553,622,2013,3,8
2569,大塚二丁目,975,1807,788,1019,2013,3,21
2570,大塚三丁目,1903,3225,1481,1744,2013,3,172
2571,大塚四丁目,1661,2893,1320,1573,2013,3,82
2572,大塚五丁目,2252,4117,1970,2147,2013,3,131
2573,大塚六丁目,2111,3670,1869,1801,2013,3,120
2574,関口一丁目,2323,4060,1908,2152,2013,3,160
2575,関口二丁目,445,908,424,484,2013,3,17
2576,関口三丁目,442,929,449,480,2013,3,23
2577,目白台一丁目,1265,2177,1207,970,2013,3,43
2578,目白台二丁目,1104,1992,927,1065,2013,3,45
2579,目白台三丁目,1289,2457,1156,1301,2013,3,39
2580,音羽一丁目,2182,3737,1638,2099,2013,3,124
2581,音羽二丁目,956,1699,725,974,2013,3,43
2582,本郷一丁目,1976,3804,1764,2040,2013,3,140
2583,本郷二丁目,1746,2928,1362,1566,2013,3,149
2584,本郷三丁目,1736,2776,1309,1467,2013,3,87
2585,本郷四丁目,2080,3758,1762,1996,2013,3,77
2586,本郷五丁目,1815,3242,1659,1583,2013,3,78
2587,本郷六丁目,1006,1661,857,804,2013,3,66
2588,湯島一丁目,450,688,296,392,2013,3,36
2589,湯島二丁目,1432,2376,1211,1165,2013,3,122
2590,湯島三丁目,1840,2927,1437,1490,2013,3,225
2591,湯島四丁目,1133,2043,1038,1005,2013,3,59
2592,西片一丁目,1150,2363,1124,1239,2013,3,42
2593,西片二丁目,1440,2863,1435,1428,2013,3,82
2594,向丘一丁目,1768,3271,1636,1635,2013,3,106
2595,向丘二丁目,1822,3201,1530,1671,2013,3,128
2596,弥生一丁目,252,452,231,221,2013,3,14
2597,弥生二丁目,827,1556,754,802,2013,3,37
2598,根津一丁目,1280,2334,1044,1290,2013,3,36
2599,根津二丁目,2133,3711,1753,1958,2013,3,59
2600,千駄木一丁目,707,1453,676,777,2013,3,38
2601,千駄木二丁目,2420,4310,2010,2300,2013,3,129
2602,千駄木三丁目,3512,6354,3016,3338,2013,3,195
2603,千駄木四丁目,1590,2912,1442,1470,2013,3,74
2604,千駄木五丁目,2265,4572,2195,2377,2013,3,95
2605,本駒込一丁目,2194,4278,2003,2275,2013,3,136
2606,本駒込二丁目,2438,4586,2202,2384,2013,3,82
2607,本駒込三丁目,1772,3151,1497,1654,2013,3,91
2608,本駒込四丁目,2079,4084,1969,2115,2013,3,125
2609,本駒込五丁目,2870,5341,2571,2770,2013,3,176
2610,本駒込六丁目,1587,3182,1440,1742,2013,3,89
2611,後楽一丁目,558,856,479,377,2013,4,18
2612,後楽二丁目,835,1478,737,741,2013,4,55
2613,春日一丁目,971,1545,718,827,2013,4,70
2614,春日二丁目,1959,3911,1881,2030,2013,4,81
2615,小石川一丁目,1971,3626,1657,1969,2013,4,96
2616,小石川二丁目,2067,3753,1769,1984,2013,4,80
2617,小石川三丁目,2395,4908,2333,2575,2013,4,85
2618,小石川四丁目,1693,3370,1505,1865,2013,4,113
2619,小石川五丁目,2845,5353,2479,2874,2013,4,156
2620,白山一丁目,2525,4576,2234,2342,2013,4,173
2621,白山二丁目,2170,4019,1952,2067,2013,4,134
2622,白山三丁目,518,1006,476,530,2013,4,19
2623,白山四丁目,2236,4311,2058,2253,2013,4,69
2624,白山五丁目,2080,3713,1695,2018,2013,4,121
2625,千石一丁目,1815,3775,1777,1998,2013,4,96
2626,千石二丁目,1946,3966,1892,2074,2013,4,77
2627,千石三丁目,2112,4222,2074,2148,2013,4,56
2628,千石四丁目,3021,5211,2461,2750,2013,4,153
2629,水道一丁目,1340,2490,1212,1278,2013,4,76
2630,水道二丁目,1816,2899,1483,1416,2013,4,158
2631,小日向一丁目,1042,2061,937,1124,2013,4,27
2632,小日向二丁目,1084,2453,1183,1270,2013,4,30
2633,小日向三丁目,654,1295,645,650,2013,4,22
2634,小日向四丁目,850,1541,735,806,2013,4,63
2635,大塚一丁目,528,1165,549,616,2013,4,6
2636,大塚二丁目,979,1817,793,1024,2013,4,16
2637,大塚三丁目,1916,3259,1494,1765,2013,4,166
2638,大塚四丁目,1659,2888,1325,1563,2013,4,63
2639,大塚五丁目,2278,4149,1980,2169,2013,4,100
2640,大塚六丁目,2127,3684,1875,1809,2013,4,98
2641,関口一丁目,2339,4072,1916,2156,2013,4,181
2642,関口二丁目,437,895,418,477,2013,4,12
2643,関口三丁目,437,915,444,471,2013,4,19
2644,目白台一丁目,1271,2186,1218,968,2013,4,36
2645,目白台二丁目,1096,1990,929,1061,2013,4,45
2646,目白台三丁目,1273,2446,1155,1291,2013,4,29
2647,音羽一丁目,2182,3732,1636,2096,2013,4,113
2648,音羽二丁目,958,1702,721,981,2013,4,39
2649,本郷一丁目,1995,3819,1768,2051,2013,4,113
2650,本郷二丁目,1751,2946,1374,1572,2013,4,175
2651,本郷三丁目,1740,2789,1309,1480,2013,4,90
2652,本郷四丁目,2093,3787,1779,2008,2013,4,67
2653,本郷五丁目,1827,3237,1657,1580,2013,4,81
2654,本郷六丁目,1019,1691,870,821,2013,4,68
2655,湯島一丁目,444,676,291,385,2013,4,45
2656,湯島二丁目,1441,2387,1215,1172,2013,4,95
2657,湯島三丁目,1825,2889,1426,1463,2013,4,191
2658,湯島四丁目,1138,2041,1037,1004,2013,4,70
2659,西片一丁目,1152,2371,1128,1243,2013,4,39
2660,西片二丁目,1426,2857,1433,1424,2013,4,92
2661,向丘一丁目,1745,3256,1622,1634,2013,4,134
2662,向丘二丁目,1862,3233,1525,1708,2013,4,90
2663,弥生一丁目,248,439,225,214,2013,4,12
2664,弥生二丁目,812,1537,740,797,2013,4,41
2665,根津一丁目,1280,2342,1051,1291,2013,4,38
2666,根津二丁目,2141,3732,1765,1967,2013,4,58
2667,千駄木一丁目,708,1454,676,778,2013,4,28
2668,千駄木二丁目,2432,4314,2021,2293,2013,4,129
2669,千駄木三丁目,3516,6358,3016,3342,2013,4,187
2670,千駄木四丁目,1595,2923,1448,1475,2013,4,77
2671,千駄木五丁目,2264,4564,2191,2373,2013,4,94
2672,本駒込一丁目,2189,4260,1996,2264,2013,4,142
2673,本駒込二丁目,2469,4677,2245,2432,2013,4,93
2674,本駒込三丁目,1789,3168,1501,1667,2013,4,95
2675,本駒込四丁目,2084,4100,1976,2124,2013,4,153
2676,本駒込五丁目,2852,5331,2576,2755,2013,4,196
2677,本駒込六丁目,1587,3176,1430,1746,2013,4,82
2678,後楽一丁目,563,861,481,380,2013,5,9
2679,後楽二丁目,838,1489,743,746,2013,5,55
2680,春日一丁目,962,1525,708,817,2013,5,58
2681,春日二丁目,1962,3904,1881,2023,2013,5,77
2682,小石川一丁目,2011,3688,1677,2011,2013,5,80
2683,小石川二丁目,2081,3761,1774,1987,2013,5,77
2684,小石川三丁目,2409,4932,2345,2587,2013,5,67
2685,小石川四丁目,1689,3364,1496,1868,2013,5,97
2686,小石川五丁目,2866,5398,2504,2894,2013,5,132
2687,白山一丁目,2548,4603,2255,2348,2013,5,166
2688,白山二丁目,2174,4021,1954,2067,2013,5,129
2689,白山三丁目,519,1008,478,530,2013,5,20
2690,白山四丁目,2236,4294,2045,2249,2013,5,71
2691,白山五丁目,2100,3760,1720,2040,2013,5,109
2692,千石一丁目,1818,3769,1770,1999,2013,5,77
2693,千石二丁目,1946,3962,1883,2079,2013,5,78
2694,千石三丁目,2112,4225,2060,2165,2013,5,86
2695,千石四丁目,3045,5263,2498,2765,2013,5,146
2696,水道一丁目,1341,2485,1207,1278,2013,5,88
2697,水道二丁目,1801,2879,1472,1407,2013,5,144
2698,小日向一丁目,1050,2066,944,1122,2013,5,26
2699,小日向二丁目,1081,2436,1174,1262,2013,5,28
2700,小日向三丁目,657,1304,646,658,2013,5,23
2701,小日向四丁目,855,1545,735,810,2013,5,63
2702,大塚一丁目,536,1163,546,617,2013,5,6
2703,大塚二丁目,987,1829,794,1035,2013,5,16
2704,大塚三丁目,1926,3266,1494,1772,2013,5,171
2705,大塚四丁目,1667,2903,1332,1571,2013,5,50
2706,大塚五丁目,2293,4177,1989,2188,2013,5,107
2707,大塚六丁目,2144,3694,1887,1807,2013,5,88
2708,関口一丁目,2378,4127,1940,2187,2013,5,166
2709,関口二丁目,441,903,423,480,2013,5,7
2710,関口三丁目,438,915,441,474,2013,5,16
2711,目白台一丁目,1330,2245,1277,968,2013,5,41
2712,目白台二丁目,1106,2020,946,1074,2013,5,46
2713,目白台三丁目,1290,2460,1161,1299,2013,5,36
2714,音羽一丁目,2180,3723,1633,2090,2013,5,99
2715,音羽二丁目,979,1732,733,999,2013,5,36
2716,本郷一丁目,2005,3837,1774,2063,2013,5,104
2717,本郷二丁目,1761,2951,1375,1576,2013,5,155
2718,本郷三丁目,1743,2795,1310,1485,2013,5,90
2719,本郷四丁目,2098,3802,1783,2019,2013,5,62
2720,本郷五丁目,1833,3243,1667,1576,2013,5,73
2721,本郷六丁目,1027,1689,875,814,2013,5,64
2722,湯島一丁目,444,672,290,382,2013,5,50
2723,湯島二丁目,1450,2393,1224,1169,2013,5,93
2724,湯島三丁目,1828,2885,1429,1456,2013,5,198
2725,湯島四丁目,1151,2059,1054,1005,2013,5,81
2726,西片一丁目,1157,2370,1119,1251,2013,5,38
2727,西片二丁目,1425,2847,1424,1423,2013,5,85
2728,向丘一丁目,1779,3283,1647,1636,2013,5,131
2729,向丘二丁目,1883,3258,1528,1730,2013,5,97
2730,弥生一丁目,255,448,225,223,2013,5,10
2731,弥生二丁目,820,1545,742,803,2013,5,42
2732,根津一丁目,1287,2337,1053,1284,2013,5,32
2733,根津二丁目,2124,3705,1752,1953,2013,5,68
2734,千駄木一丁目,717,1464,680,784,2013,5,30
2735,千駄木二丁目,2443,4327,2026,2301,2013,5,124
2736,千駄木三丁目,3551,6412,3051,3361,2013,5,173
2737,千駄木四丁目,1602,2936,1455,1481,2013,5,69
2738,千駄木五丁目,2261,4561,2186,2375,2013,5,87
2739,本駒込一丁目,2222,4301,2025,2276,2013,5,138
2740,本駒込二丁目,2491,4713,2261,2452,2013,5,100
2741,本駒込三丁目,1775,3150,1491,1659,2013,5,88
2742,本駒込四丁目,2085,4093,1975,2118,2013,5,134
2743,本駒込五丁目,2860,5342,2583,2759,2013,5,195
2744,本駒込六丁目,1613,3214,1456,1758,2013,5,67
2745,後楽一丁目,548,848,465,383,2013,6,10
2746,後楽二丁目,839,1493,750,743,2013,6,54
2747,春日一丁目,965,1527,706,821,2013,6,54
2748,春日二丁目,1968,3896,1875,2021,2013,6,118
2749,小石川一丁目,2026,3713,1695,2018,2013,6,81
2750,小石川二丁目,2091,3787,1787,2000,2013,6,85
2751,小石川三丁目,2417,4945,2352,2593,2013,6,83
2752,小石川四丁目,1698,3366,1493,1873,2013,6,97
2753,小石川五丁目,2871,5419,2518,2901,2013,6,117
2754,白山一丁目,2545,4586,2252,2334,2013,6,153
2755,白山二丁目,2156,3993,1941,2052,2013,6,148
2756,白山三丁目,520,1020,487,533,2013,6,23
2757,白山四丁目,2236,4303,2045,2258,2013,6,70
2758,白山五丁目,2097,3760,1725,2035,2013,6,94
2759,千石一丁目,1824,3771,1770,2001,2013,6,59
2760,千石二丁目,1944,3962,1878,2084,2013,6,74
2761,千石三丁目,2126,4249,2070,2179,2013,6,81
2762,千石四丁目,3046,5283,2506,2777,2013,6,131
2763,水道一丁目,1344,2486,1211,1275,2013,6,87
2764,水道二丁目,1802,2890,1477,1413,2013,6,132
2765,小日向一丁目,1065,2083,946,1137,2013,6,26
2766,小日向二丁目,1072,2424,1173,1251,2013,6,28
2767,小日向三丁目,658,1303,642,661,2013,6,21
2768,小日向四丁目,846,1538,728,810,2013,6,63
2769,大塚一丁目,543,1177,553,624,2013,6,8
2770,大塚二丁目,993,1836,796,1040,2013,6,22
2771,大塚三丁目,1931,3273,1499,1774,2013,6,158
2772,大塚四丁目,1667,2899,1332,1567,2013,6,50
2773,大塚五丁目,2291,4179,1989,2190,2013,6,112
2774,大塚六丁目,2137,3695,1887,1808,2013,6,91
2775,関口一丁目,2403,4154,1948,2206,2013,6,170
2776,関口二丁目,446,910,425,485,2013,6,13
2777,関口三丁目,436,917,440,477,2013,6,16
2778,目白台一丁目,1325,2246,1273,973,2013,6,42
2779,目白台二丁目,1100,2017,941,1076,2013,6,44
2780,目白台三丁目,1290,2460,1164,1296,2013,6,37
2781,音羽一丁目,2174,3720,1635,2085,2013,6,122
2782,音羽二丁目,980,1736,736,1000,2013,6,36
2783,本郷一丁目,1992,3824,1760,2064,2013,6,113
2784,本郷二丁目,1760,2963,1383,1580,2013,6,125
2785,本郷三丁目,1768,2844,1329,1515,2013,6,91
2786,本郷四丁目,2093,3804,1783,2021,2013,6,75
2787,本郷五丁目,1833,3251,1676,1575,2013,6,87
2788,本郷六丁目,1039,1725,897,828,2013,6,55
2789,湯島一丁目,444,670,288,382,2013,6,35
2790,湯島二丁目,1454,2392,1218,1174,2013,6,96
2791,湯島三丁目,1841,2902,1439,1463,2013,6,191
2792,湯島四丁目,1144,2045,1047,998,2013,6,75
2793,西片一丁目,1165,2385,1123,1262,2013,6,44
2794,西片二丁目,1430,2861,1429,1432,2013,6,70
2795,向丘一丁目,1785,3282,1650,1632,2013,6,124
2796,向丘二丁目,1890,3266,1534,1732,2013,6,81
2797,弥生一丁目,253,443,223,220,2013,6,4
2798,弥生二丁目,818,1540,741,799,2013,6,36
2799,根津一丁目,1289,2340,1051,1289,2013,6,39
2800,根津二丁目,2136,3722,1761,1961,2013,6,64
2801,千駄木一丁目,714,1457,674,783,2013,6,30
2802,千駄木二丁目,2441,4330,2027,2303,2013,6,109
2803,千駄木三丁目,3543,6410,3053,3357,2013,6,162
2804,千駄木四丁目,1603,2939,1456,1483,2013,6,81
2805,千駄木五丁目,2247,4553,2179,2374,2013,6,92
2806,本駒込一丁目,2218,4297,2022,2275,2013,6,122
2807,本駒込二丁目,2489,4706,2259,2447,2013,6,100
2808,本駒込三丁目,1775,3150,1493,1657,2013,6,79
2809,本駒込四丁目,2085,4094,1976,2118,2013,6,116
2810,本駒込五丁目,2867,5363,2590,2773,2013,6,179
2811,本駒込六丁目,1603,3202,1454,1748,2013,6,76
2812,後楽一丁目,553,860,474,386,2013,7,10
2813,後楽二丁目,838,1490,750,740,2013,7,62
2814,春日一丁目,966,1531,709,822,2013,7,65
2815,春日二丁目,1965,3886,1863,2023,2013,7,113
2816,小石川一丁目,2022,3710,1693,2017,2013,7,82
2817,小石川二丁目,2100,3798,1792,2006,2013,7,77
2818,小石川三丁目,2417,4948,2352,2596,2013,7,75
2819,小石川四丁目,1699,3362,1491,1871,2013,7,90
2820,小石川五丁目,2862,5417,2518,2899,2013,7,119
2821,白山一丁目,2536,4572,2243,2329,2013,7,146
2822,白山二丁目,2154,3985,1939,2046,2013,7,132
2823,白山三丁目,520,1021,489,532,2013,7,24
2824,白山四丁目,2229,4303,2044,2259,2013,7,71
2825,白山五丁目,2089,3732,1718,2014,2013,7,94
2826,千石一丁目,1832,3784,1777,2007,2013,7,50
2827,千石二丁目,1938,3947,1872,2075,2013,7,70
2828,千石三丁目,2128,4255,2076,2179,2013,7,95
2829,千石四丁目,3043,5286,2515,2771,2013,7,153
2830,水道一丁目,1341,2478,1205,1273,2013,7,89
2831,水道二丁目,1794,2886,1472,1414,2013,7,160
2832,小日向一丁目,1066,2087,951,1136,2013,7,18
2833,小日向二丁目,1070,2419,1169,1250,2013,7,27
2834,小日向三丁目,660,1308,647,661,2013,7,20
2835,小日向四丁目,837,1525,721,804,2013,7,58
2836,大塚一丁目,545,1178,549,629,2013,7,8
2837,大塚二丁目,996,1846,804,1042,2013,7,15
2838,大塚三丁目,1921,3260,1496,1764,2013,7,171
2839,大塚四丁目,1668,2904,1335,1569,2013,7,71
2840,大塚五丁目,2280,4171,1984,2187,2013,7,122
2841,大塚六丁目,2126,3673,1874,1799,2013,7,98
2842,関口一丁目,2405,4158,1947,2211,2013,7,170
2843,関口二丁目,444,909,423,486,2013,7,14
2844,関口三丁目,437,917,439,478,2013,7,16
2845,目白台一丁目,1316,2235,1266,969,2013,7,42
2846,目白台二丁目,1104,2024,944,1080,2013,7,47
2847,目白台三丁目,1293,2483,1172,1311,2013,7,39
2848,音羽一丁目,2175,3717,1632,2085,2013,7,130
2849,音羽二丁目,980,1735,737,998,2013,7,40
2850,本郷一丁目,1995,3831,1762,2069,2013,7,137
2851,本郷二丁目,1762,2965,1380,1585,2013,7,103
2852,本郷三丁目,1769,2851,1330,1521,2013,7,108
2853,本郷四丁目,2088,3805,1785,2020,2013,7,89
2854,本郷五丁目,1831,3236,1667,1569,2013,7,102
2855,本郷六丁目,1053,1756,909,847,2013,7,47
2856,湯島一丁目,444,673,293,380,2013,7,43
2857,湯島二丁目,1454,2392,1218,1174,2013,7,147
2858,湯島三丁目,1835,2886,1438,1448,2013,7,198
2859,湯島四丁目,1151,2049,1051,998,2013,7,53
2860,西片一丁目,1161,2392,1128,1264,2013,7,44
2861,西片二丁目,1432,2865,1430,1435,2013,7,72
2862,向丘一丁目,1787,3287,1655,1632,2013,7,111
2863,向丘二丁目,1879,3250,1533,1717,2013,7,96
2864,弥生一丁目,254,443,224,219,2013,7,7
2865,弥生二丁目,815,1536,736,800,2013,7,36
2866,根津一丁目,1297,2357,1058,1299,2013,7,35
2867,根津二丁目,2137,3723,1761,1962,2013,7,73
2868,千駄木一丁目,710,1452,669,783,2013,7,22
2869,千駄木二丁目,2437,4325,2028,2297,2013,7,115
2870,千駄木三丁目,3551,6419,3061,3358,2013,7,182
2871,千駄木四丁目,1598,2923,1446,1477,2013,7,96
2872,千駄木五丁目,2251,4560,2178,2382,2013,7,100
2873,本駒込一丁目,2215,4293,2019,2274,2013,7,128
2874,本駒込二丁目,2479,4698,2258,2440,2013,7,103
2875,本駒込三丁目,1779,3156,1491,1665,2013,7,98
2876,本駒込四丁目,2085,4101,1981,2120,2013,7,119
2877,本駒込五丁目,2881,5383,2605,2778,2013,7,167
2878,本駒込六丁目,1602,3209,1456,1753,2013,7,70
2879,後楽一丁目,555,864,481,383,2013,8,8
2880,後楽二丁目,836,1488,751,737,2013,8,65
2881,春日一丁目,963,1527,704,823,2013,8,48
2882,春日二丁目,1975,3908,1877,2031,2013,8,86
2883,小石川一丁目,2019,3711,1692,2019,2013,8,67
2884,小石川二丁目,2091,3801,1789,2012,2013,8,85
2885,小石川三丁目,2421,4963,2358,2605,2013,8,76
2886,小石川四丁目,1697,3368,1492,1876,2013,8,89
2887,小石川五丁目,2872,5444,2529,2915,2013,8,137
2888,白山一丁目,2536,4569,2246,2323,2013,8,125
2889,白山二丁目,2150,3980,1937,2043,2013,8,112
2890,白山三丁目,519,1018,489,529,2013,8,20
2891,白山四丁目,2242,4334,2065,2269,2013,8,77
2892,白山五丁目,2101,3747,1730,2017,2013,8,109
2893,千石一丁目,1830,3787,1779,2008,2013,8,49
2894,千石二丁目,1933,3923,1856,2067,2013,8,74
2895,千石三丁目,2128,4257,2076,2181,2013,8,85
2896,千石四丁目,3059,5296,2524,2772,2013,8,144
2897,水道一丁目,1349,2484,1209,1275,2013,8,72
2898,水道二丁目,1797,2898,1479,1419,2013,8,150
2899,小日向一丁目,1068,2095,955,1140,2013,8,22
2900,小日向二丁目,1070,2422,1171,1251,2013,8,21
2901,小日向三丁目,651,1298,640,658,2013,8,24
2902,小日向四丁目,832,1529,722,807,2013,8,48
2903,大塚一丁目,546,1182,549,633,2013,8,13
2904,大塚二丁目,985,1830,801,1029,2013,8,21
2905,大塚三丁目,1917,3250,1490,1760,2013,8,150
2906,大塚四丁目,1667,2902,1334,1568,2013,8,78
2907,大塚五丁目,2285,4165,1986,2179,2013,8,108
